chromosome	pval.human	pval.chimp	zeta.human	zeta.chimp	size	Specificity	maf_common	S_common	maf_rare	S_rare	eQTLs	PhastCons	PP_con	PP_acc	gene	dTSS	type
chr5:2279035-2279335	0.0105462187648125	1	3.44821772111774	0.523172595668978	300	0.9761905	0.26245	4	0.0038	1	0	NA	0.9999808	0.001780336	IRX4	-391853	ncHAE
chr5:27124376-27124676	0.0516349290955038	0.137324163025354	2.5507662015785	1.94260266330106	300	0.99206349	0.10515	2	0.001	3	0	NA	0.9923938	0.09214705	CDH9	-85833	ncHAE
chr5:27770214-27770513	0.0300998577008271	1	3.24277596267528	0.465374229038173	299	0.99206349	0.0112	3	0.0029	2	0	NA	0.9999845	0.002347248	CDH9	-731671	ncHAE
chr5:28312585-28312885	0.302025820746341	0.998871621018033	1.83544900202804	0.628309329039709	300	0.984127	0	0	0	0	0	NA	0.9977875	0.06218514	CDH9	-1274042	ncHAE
chr5:29105341-29105640	0.0599663867492679	1	2.95143033942843	0.572026172936909	299	0.99206349	0	0	0.0012	1	0	NA	0.9846612	0.1347406	CDH9	-2066798	ncHAE
chr5:29277341-29277648	0.320810827421404	1	1.83435930043251	4.56575239736035e-14	307	0.99206349	0.3844	3	0	0	0	NA	0.9939861	0.1389123	CDH6	-1916362	ncHAE
chr5:30105112-30105463	0.643910631168105	1	1.23941460535895	1.364701073917e-14	351	0.952381	0.15965	2	0.0017	2	0	NA	0.9847261	0.1694626	CDH6	-1088569	ncHAE
chr5:30856080-30856379	0.326311146818772	1	1.93051006449648	2.36531562249829e-14	299	0.99206349	0.1648	2	0.003	6	0	NA	0.9466047	0.3649463	CDH6	-337627	ncHAE
chr5:30982504-30982804	0.109510024733489	1	2.60775080530004	0.454807544747296	300	0.99206349	0.0451	3	0.0018	3	0	NA	0.9890043	0.1397065	CDH6	-211203	ncHAE
chr5:31061339-31061680	0.655079468936127	1	0.92944800530074	0.512351641138765	341	0.984127	0.13925	4	0.002	1	0	NA	0.894651	0.5736823	CDH6	-132347	ncHAE
chr5:31415353-31415653	0.0241658490920237	1	3.15651020752384	2.44362952304703e-14	300	0.9761905	0.0527	1	0.0012	1	0	NA	0.9999948	0.0007356073	DROSHA	116665	ncHAE
chr5:3428084-3428629	0.684853019412599	1	1.10893481074961	0.0450997346908404	545	0.968254	0.1234	1	0.0016	7	0	NA	0.9995942	0.01727489	IRX1	-167811	ncHAE
chr5:3778177-3778476	0.00864456732980379	0.256470767064113	3.19106504979013	2.00366241308055	299	0.9603175	0.247	2	5e-04	2	0	NA	0.9996292	0.008950312	IRX1	182159	ncHAE
chr5:37906573-37906931	0.0499096386081724	0.049504295494725	2.89625627353101	2.64404963442921	358	0.99206349	0.0859	3	0.0044	3	0	NA	0.9990515	0.02026235	GDNF	-70823	ncHAE
chr5:38641139-38641438	0.0298363610922122	1	3.522514615582	0.592094868598915	299	0.9761905	0.0124	1	0.0046	3	0	NA	0.999945	0.004964493	LIFR	-45783	ncHAE
chr5:3876235-3876534	0.0655141528030508	0.852524890699097	2.68935805717366	1.00372220100473	299	0.984127	0.0397	1	4e-04	2	0	NA	0.9958116	0.06415205	IRX1	280217	ncHAE
chr5:39527193-39527493	0.23789508157663	1	1.31663496199332	0.294133594528886	300	0.698413	0.0629	3	0.0017	6	0	NA	0.9993592	0.05122503	DAB2	-102071	ncHAE
chr5:418838-419138	0.0677440190210621	1	2.81842776366311	2.16129476803045e-14	300	0.9365079	0.14315	4	0.001	2	5	NA	0.9934498	0.0695807	C5orf55	24270	ncHAE
chr5:4303295-4303711	0.98177206250034	0.394057140704568	1.00564395456754	0.219060987939626	416	0.99206349	0.2015	1	0.002	3	0	NA	0.9999743	0.01315558	IRX1	707335	ncHAE
chr5:44000584-44000883	0.289106404809217	1	1.74937064825502	6.88713665313525e-15	299	0.99206349	0.0124	1	0.005	1	0	NA	0.9916785	0.1216725	FGF10	388165	ncHAE
chr5:44035841-44036141	0.934491736603388	1	1.03444972133225	0.417683498920411	300	0.984127	0	0	0.0028	1	0	NA	0.9139398	0.4547944	FGF10	352908	ncHAE
chr5:44516184-44516483	0.353794106396201	1	1.62040498442368	1.5679124294915e-14	299	0.99206349	0	0	0.0034	2	0	NA	0.9996027	0.02436845	FGF10	-127435	ncHAE
chr5:44613644-44614093	0.771291941110577	1	1.25720552654232	1.49232096829685e-14	449	0.99206349	0.3904	5	0.0027	2	0	NA	0.9935365	0.1079244	MRPS30	-195158	ncHAE
chr5:4490119-4490418	0.103641788014285	1	2.10184306373399	2.80877116998892e-14	299	0.99206349	0.2312	1	0.0052	5	0	NA	0.9991379	0.03642593	ADAMTS16	-650174	ncHAE
chr5:4510911-4511210	0.0226858666091218	1	3.18997992040153	0.449876828783959	299	0.99206349	0.2462	6	0	0	1	NA	0.9998354	0.006735977	ADAMTS16	-629382	ncHAE
chr5:4773851-4774412	0.183169111486817	0.991406686451425	1.77789868641403	0.336066371109485	561	0.99206349	0.0138	1	0.0018	2	0	NA	0.9999963	0.0006492539	ADAMTS16	-366311	ncHAE
chr5:50402880-50403180	0.187213854534408	0.920886047441137	1.83660259316606	1.03526219302147	300	0.99206349	0.1136	1	0.0013	2	0	NA	0.9147163	0.4484054	ISL1	-275891	ncHAE
chr5:51761511-51762320	1	1	0.742885037978312	1.40845759686798e-14	809	0.9761905	0.249	2	0.0012	5	0	NA	0.9629012	0.2586277	ITGA1	-321814	ncHAE
chr5:52656141-52656477	0.199653125561101	1	1.88047666068892	0.59402419370884	336	0.9126984	0	0	0.0036	4	1	NA	0.9978484	0.0446105	FST	-119930	ncHAE
chr5:52846275-52846574	0.283589345543302	1	1.88320975340343	3.85784931476022e-14	299	0.99206349	0.3101	3	0.0036	2	1	NA	0.9905382	0.1308714	NDUFS4	-10040	ncHAE
chr5:53290045-53290442	0.0650941355003845	1	1.55558938541902	1.41332753949812e-14	397	0.571429	0.2868	2	0.0062	1	0	NA	0.9999002	0.01224714	ARL15	316159	ncHAE
chr5:53324575-53324874	0.700826013156537	0.99887162153116	1.17079223754914	0.900367793148698	299	0.99206349	0.0657	1	0.0025	2	0	NA	0.850703	0.6405139	ARL15	281678	ncHAE
chr5:53493068-53493367	0.0057452046062294	0.477321832696796	3.56937456978917	0.539633373132457	299	0.9761905	0.1975	1	0.0026	1	0	NA	0.9999983	0.0002937168	ARL15	113185	ncHAE
chr5:55972025-55972398	0.0807472848353353	1	2.36809927935947	0.176219857927746	373	0.9603175	0.021	1	8e-04	3	0	NA	0.9999999	5.447592e-05	MAP3K1	-139189	ncHAE
chr5:59748987-59749314	0.377257382483732	1	1.09924362658888	0.439076525364278	327	0.99206349	0	0	7e-04	2	0	NA	0.9900453	0.1795919	DEPDC1B	246837	ncHAE
chr5:66379626-66379926	0.328365279648333	1	1.75875478207899	2.06064969259421e-14	300	0.984127	0.2254	3	5e-04	2	0	NA	0.9984731	0.04995033	CD180	112851	ncHAE
chr5:67433555-67433854	0.222563401300546	1	1.32627970893927	9.92560019104158e-15	299	0.880952	0.4099	1	0.002	5	0	NA	0.9968417	0.1035816	PIK3R1	-77843	ncHAE
chr5:76891005-76891671	5.65557197370614e-05	1	3.86134438292131	0.279540573009574	666	0.99206349	0.0313	9	0.0022	7	0	NA	1	9.325838e-11	OTP	44175	ncHAE
chr5:76948826-76949125	0.519753712842929	1	1.58591441289792	0.780052464035997	299	0.984127	0	0	0.001	3	0	NA	0.9460828	0.3615946	OTP	-13463	ncHAE
chr5:76989718-76990200	0.711120840872796	1	1.2201398431722	2.94658094417063e-14	482	0.99206349	0.3796	5	0.0045	4	4	NA	0.9999121	0.007081685	OTP	-54446	ncHAE
chr5:79365253-79365553	0.319293077883543	1	1.82569868906465	0.366882343840692	300	0.865079	0	0	0.0054	1	0	NA	0.999265	0.03309444	THBS4	34232	ncHAE
chr5:83959345-83959730	0.235767532564628	0.0200994514268876	1.05269817710193	2.69695864240066	385	0.99206349	0.040535	2	0.0046	5	0	NA	0.9688027	0.2388087	EDIL3	-278927	ncHAE
chr5:85883697-85883997	0.207759570980791	1	1.98290312972585	0.671889949817429	300	0.99206349	0.014	1	0.0046	3	0	NA	0.9930499	0.1086146	COX7C	-29926	ncHAE
chr5:86864677-86864977	0.297813808758311	1	1.60578948122466	2.8194219742571e-14	300	0.99206349	0.0357	1	0.0046	3	0	NA	0.9989865	0.04013791	CCNH	-155991	ncHAE
chr5:87776610-87777183	0.310903902925419	1	1.55311300956055	2.63456294603083e-14	573	0.9761905	0.0958	3	0.0035	4	1	NA	0.9996597	0.02072483	TMEM161B	-212232	ncHAE
chr5:87929490-87929846	0.248809843262909	1	1.18894437396403	1.40403190075321e-14	356	0.99206349	0.4832	1	0.002	3	1	NA	0.9997403	0.02065949	MEF2C	270231	ncHAE
chr5:88125979-88126279	0.0622678621059072	1	1.63870925144067	7.96478555700981e-15	300	0.968254	0	0	0	0	0	NA	0.9999232	0.009768704	MEF2C	73770	ncHAE
chr5:88445258-88445626	0.0571405762851271	1	1.65828458973378	0.0326924837224099	368	0.99206349	0	0	0.0049	2	0	NA	0.9999959	0.002294331	MEF2C	-245543	ncHAE
chr5:89637747-89638170	0.190330433772267	1	1.89237703673884	0.319929965363305	423	0.99206349	0.1904	2	0.0022	2	0	NA	0.9995689	0.01333643	CETN3	67644	ncHAE
chr5:9020326-9020737	0.162999735936987	1	2.09074400349674	0.70394094882807	411	0.99206349	0.0238	1	4e-04	3	0	NA	0.8874587	0.4015623	SEMA5A	525655	ncHAE
chr5:90786193-90786694	0.0724088526751638	1	1.21659710725668	0.334080814899725	501	0.99206349	0.1969	1	8e-04	4	0	NA	0.9931409	0.1057879	ARRDC3	-107268	ncHAE
chr5:91131370-91131669	0.0376265252610279	0.386235716910732	2.47139969425386	1.11877750040211	299	0.99206349	0.0635	4	0.0044	1	0	NA	0.9936401	0.06866936	ARRDC3	-452344	ncHAE
chr5:91951874-91952174	0.00390021840233046	0.332705117121413	2.58385931683433	1.03067758840239	300	0.968254	0.0146	1	0	0	0	NA	0.9999876	0.001439157	NR2F1	-967019	ncHAE
chr5:92135986-92136611	1	1	0.795490276232313	2.02194745083511e-14	625	0.666667	0.0613	2	8e-04	1	0	NA	0.997918	0.05757512	NR2F1	-782744	ncHAE
chr5:92216230-92216530	0.0314531825834152	0.0950012673155795	1.52251647030265	1.18341634306939	300	0.99206349	0.16255	2	0.0013	2	0	NA	0.998417	0.05233766	NR2F1	-702663	ncHAE
chr5:92413619-92413987	0.0713134774992449	1	2.62335854130706	1.96406349712827e-14	368	0.968254	0.3345	1	0.002	3	1	NA	0.9999859	0.002203085	NR2F1	-505240	ncHAE
chr5:93740951-93741318	0.200349892186597	1	2.01800281190961	1.66586603622738e-14	367	0.99206349	0	0	0.001	1	0	NA	0.9997812	0.01631255	ANKRD32	-212917	ncHAE
chr5:94027034-94027333	0.546408863835837	1	1.51691400169162	1.16643157307003e-14	299	0.99206349	0	0	0.0028	3	0	NA	0.997517	0.08914811	ANKRD32	73132	ncHAE
chr5:94057146-94057446	0.2469112645132	0.789343761545292	1.42582327831762	1.19110989524961	300	0.99206349	0.1761	1	0.0026	2	1	NA	0.9675177	0.297839	ANKRD32	103244	ncHAE
chr5:95105070-95105370	0.0019054492638052	0.203333459458099	4.5862206215922	1.43571055125315	300	0.99206349	0	0	0	0	0	NA	0.9996379	0.008513727	RHOBTB3	38341	ncHAE
chr5:9541131-9541430	1	1	0.833435938115933	1.87272227842868e-14	299	0.674603	0.2013	4	0.0014	3	4	NA	0.9387577	0.4806156	SEMA5A	4906	ncHAE
chr5:9693942-9694241	0.0868634133502986	1	2.53218556373775	0.678374332844464	299	0.99206349	0.0272	3	0.0014	5	0	NA	0.994311	0.07583231	TAS2R1	-63629	ncHAE
chr5:97029874-97030177	0.288750517821337	1	1.9021100658428	2.23434218093044e-14	303	0.952381	0.03075	2	0.0057	2	1	NA	0.996718	0.07666045	RIOK2	-511062	ncHAE
chr6:100050327-100050974	1	1	0.785860650540934	1.35014621663726e-14	647	0.9365079	0.0298	1	0.0019	6	0	1	0.9898304	0.1349319	PRDM13	-3955	ncHAE
chr6:100591795-100592095	0.3843305569966	1	1.61997786798264	0.555320608850641	300	0.99206349	0	0	0.0018	1	0	0.9965	0.9689259	0.2915862	MCHR2	-149846	ncHAE
chr6:100904212-100905025	0.404253958283112	1	0.892630209274587	1.40186892477334e-14	813	0.9206349	0.0116	1	0.0015	6	0	1	0.9996378	0.01184036	SIM1	8186	ncHAE
chr6:101744135-101744435	0.235320521681377	1	1.91551665268485	0.542210086367793	300	0.793651	0.1364	3	0.009	2	1	0.992	0.9999623	0.004875047	GRIK2	-102379	ncHAE
chr6:101966110-101966410	0.0777784750216938	0.0246029820258066	2.40657386169046	2.76432777038686	300	0.99206349	0.2438	3	0.0028	2	0	0.015	0.9427953	0.323751	GRIK2	119596	ncHAE
chr6:102379112-102379412	0.0994575756751179	0.779452846011336	2.42812652123538	0.901744432661718	300	0.99206349	0.0126	5	4e-04	3	0	0.136	0.9981361	0.04016921	GRIK2	532598	ncHAE
chr6:102696986-102697367	0.186208457729189	1	1.90655575264893	2.83424627165534e-14	381	0.99206349	0.0583	4	0.0043	2	0	1	0.999604	0.0157853	GRIK2	850513	ncHAE
chr6:103846630-103846975	0.559564974882362	1	1.42307956778781	1.66892769703683e-14	345	0.99206349	0.0613	3	6e-04	1	0	1	0.9963092	0.1098771	HACE1	1460991	ncHAE
chr6:103915880-103916179	0.736781111169084	1	1.20987044974806	0.341700090962925	299	0.99206349	0.3285	1	0.002	2	0	1	0.9911762	0.1639634	HACE1	1391764	ncHAE
chr6:103991457-103991959	0.0890204644689562	1	1.99219598591403	0.757463352098545	502	0.99206349	0.0327	1	0.0029	2	0	0.9995	0.9997416	0.006685007	HACE1	1316086	ncHAE
chr6:106052048-106052348	0.0660393203230083	0.227841470737079	2.57184639385443	1.98407137237213	300	0.730159	0	0	8e-04	3	0	0.052	0.9979132	0.04213839	PREP	-201239	ncHAE
chr6:106218172-106218479	0.0354436425541053	0.306790625878807	3.07757222175678	1.45155922673845	307	0.99206349	0.0108	1	0.006	3	0	0.978	0.9995434	0.01770579	PRDM1	-315869	ncHAE
chr6:106559013-106559312	0.130571388593221	0.878901890115986	2.22458173474167	0.89422574417935	299	0.9444444	0	0	0.0014	1	0	0.986	0.9994735	0.01990097	PRDM1	24968	ncHAE
chr6:107567837-107568137	0.151405999934484	1	2.24440627634333	2.23080107337034e-14	300	0.99206349	0.028	3	0.0027	2	0	0.998	0.994049	0.09745193	PDSS2	212780	ncHAE
chr6:107964314-107964614	0.113000384791386	1	2.10604064505111	6.65284702750472e-15	300	0.984127	0.0124	2	0.0015	2	0	1	0.9999467	0.005351603	SOBP	153302	ncHAE
chr6:107989970-107990269	0.00809257597262725	1	3.73976540954786	0.628126035412104	299	0.952381	0.1226	1	0.0022	5	0	0.997	0.9998718	0.004355944	SCML4	155396	ncHAE
chr6:110686026-110686325	0.361544855482943	0.560593301097108	1.40747444158588	0.89658398799541	299	0.984127	0.1052	2	0.0046	2	1	0.945	0.9841242	0.1701952	METTL24	-6701	ncHAE
chr6:112530955-112531255	1	1	3.16457286590001e-14	1.61589180892918	300	0.99206349	0.0258	1	0	0	0	0.0115	0.348962	0.9699882	LAMA4	44812	ncHAE
chr6:114696698-114696998	0.0296564686074171	1	2.4010328242462	0.537658656947127	300	0.99206349	0.3355	1	0.0028	3	0	0.9285	0.999875	0.0125287	HS3ST5	-32639	ncHAE
chr6:114936489-114936789	0.103895506965332	1	2.85445323581297	1.55913893255638e-14	300	0.984127	0	0	0.0035	2	0	0.994	0.996507	0.0720553	HS3ST5	-272430	ncHAE
chr6:115479956-115480300	0.250111998412152	1	1.65834863515238	0.315256279127491	344	0.99206349	0.0208	1	8e-04	3	0	1	0.9999302	0.00982394	HS3ST5	-815919	ncHAE
chr6:116470176-116470475	0.220021652729176	0.998871621018033	1.74985016073666	1.4120295626592e-14	299	0.99206349	0	0	0	0	0	0.274	0.998907	0.04092032	COL10A1	-23263	ncHAE
chr6:117965822-117966135	0.289372182943104	1	1.15448302403881	0.878240096934498	313	0.99206349	0.0825	1	6e-04	3	0	1	0.7905267	0.7114014	NUS1	-30686	ncHAE
chr6:11861314-11861771	0.0694828150168137	1	2.25901914052821	2.11111429965277e-14	457	0.99206349	0.3776	3	0.0012	3	0	NA	0.9992396	0.0119419	ADTRP	-82507	ncHAE
chr6:120706843-120707143	0.147530358323787	1	2.19939104231902	1.95604737213808e-14	300	0.99206349	0.0214	2	0.0015	2	0	0.9855	0.9978581	0.05969415	TBC1D32	948633	ncHAE
chr6:122207172-122207472	0.0840736595238024	0.197242672178093	1.74367667372331	1.51536599742784	300	0.9285714	0.3431	1	0.0014	3	1	0.187	0.9761468	0.2063828	GJA1	450484	ncHAE
chr6:124377835-124378344	0.199951312436044	1	1.04148797548324	1.3811507047757e-14	509	0.984127	0.0214	1	0.0012	3	0	1	0.9938325	0.1013967	NKAIN2	252804	ncHAE
chr6:126495419-126495718	0.104855373400942	1	2.40429163964644	0.908304468225227	299	0.99206349	0.028	1	0.008	1	1	0.054	0.9967351	0.05657528	CENPW	-165751	ncHAE
chr6:128508943-128509342	0.521975596143917	1	1.2022868953562	0.213527138726105	399	0.99206349	0	0	0.0018	1	0	1	0.9983818	0.05056436	THEMIS	-286917	ncHAE
chr6:1287704-1288004	0.00568375663620702	0.526240416012034	3.57175205828883	1.32361938599473	300	0.452381	0	0	0.0022	1	0	NA	0.9999861	0.000736479	FOXQ1	-24821	ncHAE
chr6:133461242-133461556	0.43603076188165	1	1.8195303094187	0.305607839462376	314	0.99206349	0	0	0.0014	4	0	0.9795	0.9947398	0.1274648	EYA4	-101090	ncHAE
chr6:133757878-133758178	0.0287523894671204	1	2.73745326033795	0.483846834366404	300	0.9126984	0.0241	2	0.0053	2	0	0.002	0.9959952	0.06296215	EYA4	195539	ncHAE
chr6:140398958-140399312	0.069235697674742	0.262700445682629	2.44551885953998	1.64327783774913	354	0.809524	0	0	0.002	1	0	1	0.9995863	0.01660415	CITED2	-703378	ncHAE
chr6:140640214-140640514	0.205877420588042	1	1.33998343237123	0.894686198091654	300	0.730159	0	0	9e-04	4	0	1	0.995726	0.1186282	CITED2	-944607	ncHAE
chr6:140718295-140718658	0.397148165729457	1	1.62173607442689	2.19446821857075e-14	363	0.99206349	0	0	0.0041	6	0	1	0.9995297	0.02604559	CITED2	-1022720	ncHAE
chr6:141379755-141380055	0.0901575534195029	0.598630744346057	2.44698612116123	1.34843382872109	300	0.99206349	0	0	0.005	1	0	0.9015	0.9981746	0.04018567	NMBR	1030031	ncHAE
chr6:142311505-142311805	0.107787655702731	1	2.4328547413276	1.10692426844911e-14	300	0.984127	0.2513	2	0.0015	2	0	0.1125	0.9947477	0.09453736	NMBR	98281	ncHAE
chr6:143279447-143279746	0.149332113485272	1	1.95873623248358	1.62758749977323e-14	299	0.968254	0	0	8e-04	1	0	0.997	0.999807	0.01097208	HIVEP2	-13259	ncHAE
chr6:144281796-144282095	0.222230424376008	1	1.97668162478297	0.345518003535176	299	0.99206349	0	0	0.001	2	0	0.677	0.9960049	0.114526	PLAGL1	8169	ncHAE
chr6:145978786-145979086	0.125668141592776	1	2.28627607006242	0.371467620871611	300	0.99206349	0.0104	1	0.0022	3	0	0.005	0.9976785	0.04561341	EPM2A	78224	ncHAE
chr6:148269962-148270262	0.10453192957552	1	2.76759915810123	2.72326009368726e-14	300	0.99206349	0.0603	2	0.0018	5	0	1	0.9995211	0.01826514	STXBP5	744443	ncHAE
chr6:148455785-148456084	0.300228262287635	1	1.6931914128268	0.952449520891829	299	0.9761905	0.02756	1	0.001	3	0	1	0.9994293	0.03033971	UST	-612529	ncHAE
chr6:148524582-148524882	0.0709511274824305	1	2.8388900710163	2.05502614920893e-14	300	0.9603175	0.0357	2	0.0086	1	0	1	0.9999995	0.0003779739	UST	-543732	ncHAE
chr6:148556646-148556946	0.010373071659615	1	3.85675532054478	0.399001441981613	300	0.825397	0.0883	3	0.0064	2	0	0.4865	0.9995636	0.01204873	UST	-511668	ncHAE
chr6:149187731-149188031	0.00967772062535621	1	4.08379183386423	0.00828636593785253	300	0.99206349	0.1794	2	0.006589	5	0	0.273	0.9995603	0.0121126	UST	119417	ncHAE
chr6:149557764-149558153	0.100823920097981	0.710105096922949	2.11677116985308	0.831626085421248	389	0.690476	0.255	1	0.001	4	0	1	0.9999927	0.000711159	TAB2	-84229	ncHAE
chr6:153330427-153331369	0.535405425736246	1	0.555992144745793	0.284899257087049	942	0.99206349	0.1464	3	0.0039	6	2	1	0.9652116	0.2993122	MTRF1L	-7078	ncHAE
chr6:154897443-154898217	1	1	0.895677647006606	0.242508575029706	774	0.99206349	0.0108	5	0.0012	13	0	1	0.7635515	0.668446	CNKSR3	-66037	ncHAE
chr6:155762652-155762952	0.146231111064619	0.116989988077597	1.00508829389015	3.16998618203475	300	0.984127	0	0	5e-04	2	0	0.0315	0.9229459	0.4299285	NOX3	14235	ncHAE
chr6:156350460-156350759	0.120630314721332	1	1.64767910046002	0.600296426768626	299	0.968254	0.1052	2	0.002	7	0	1	0.9946773	0.1282507	NOX3	-573573	ncHAE
chr6:156502693-156502993	0.0225754824206207	1	3.31146192383945	2.35709260045009e-14	300	0.99206349	0	0	0.003	7	0	0.754	0.9996113	0.01099963	ARID1B	-596220	ncHAE
chr6:16108264-16108668	0.85433358752197	0.974051854762491	1.3403949470211	0.0107894309422376	404	0.99206349	0.28095	2	6e-04	7	1	NA	0.7734582	0.6602601	MYLIP	-20890	ncHAE
chr6:162247578-162247877	0.000262609783959977	0.179729179301309	5.50533007041101	2.07384587402094	299	0.968254	0.3664	4	0.0064	1	0	0.084	0.99999	0.00044508	AGPAT4	-552635	ncHAE
chr6:163148961-163149261	0.00119039846898894	1	2.41993475700549	0.55439016641822	300	0.984127	0.0627	3	4e-04	6	2	0.8335	0.9999894	0.0009332995	PARK2	-308	ncHAE
chr6:163418197-163418496	0.337701932752232	1	1.63476926979219	0.330786125118185	299	0.984127	0.101	1	0.002	1	0	0.722	0.9973517	0.06635075	PARK2	-269544	ncHAE
chr6:164420513-164420887	0.191986678536406	0.67090443609524	1.98515130860506	0.677253002955789	374	0.984127	0.4211	1	4e-04	1	0	1	0.9995396	0.01707648	QKI	585025	ncHAE
chr6:164929273-164929572	0.0138339242192551	1	3.18943140962333	1.55298849957885e-14	299	0.9761905	0	0	0.0018	1	0	0.958	0.9999686	0.001738033	QKI	1093748	ncHAE
chr6:165467326-165467626	0.0203657026314068	0.497895161730027	3.38175643965298	1.19248230011934	300	0.99206349	0.104	1	0.0028	3	0	0.683	0.9977721	0.04229045	PDE10A	608081	ncHAE
chr6:18697682-18697981	0.058111875537467	1	1.59458751506171	0.877688823291167	299	0.9761905	0.02765	2	9e-04	4	0	NA	0.991025	0.1633158	RNF144B	310251	ncHAE
chr6:19100967-19101289	0.426642405602322	0.840805592254356	1.5382935782694	0.902519916524034	322	0.99206349	0.0226	1	0.0088	4	0	NA	0.9958358	0.08640156	RNF144B	713547	ncHAE
chr6:19721060-19721359	0.780455359866628	1	1.18888435415875	1.51720854767117e-14	299	0.984127	0.0102	1	0	0	0	NA	0.9998996	0.0239486	ID4	-116407	ncHAE
chr6:19976429-19977397	0.14244904472476	1	1.10294461657805	1.96374843445843e-14	968	0.984127	0.2754	2	0.0034	2	0	NA	0.9999458	0.002418998	ID4	139296	ncHAE
chr6:20034525-20035009	0.903792552614703	1	1.08521731881632	1.79111681294895e-14	484	0.952381	0.1402	3	0.0034	1	0	NA	0.9997659	0.01842385	MBOAT1	177863	ncHAE
chr6:2073156-2073456	2.96648917350595e-05	0.369221766660577	6.41375812209467	1.47553437362355	300	0.99206349	0.2796	1	0	0	0	NA	0.9999833	0.0005235785	GMDS	172620	ncHAE
chr6:2111511-2111876	0.135522688925943	1	2.06639802043169	0.226018682605953	365	0.333333	0.0104	1	0.0046	1	0	NA	0.9999962	0.0007812684	GMDS	134232	ncHAE
chr6:21148085-21148437	0.0733578819296686	1	1.66731404156147	0.285526787259998	352	0.9761905	0.0689	1	6e-04	3	0	NA	0.9996416	0.02207368	SOX4	-445711	ncHAE
chr6:2148251-2148609	0.0629290511515087	1	2.63677230768271	0.267201412560076	358	0.896825	0	0	0.0038	5	0	NA	0.9999666	0.002373014	GMDS	97496	ncHAE
chr6:2396456-2396755	0.0371577230868428	1	2.99654586615137	0.319700640304192	299	0.9603175	0.3435	4	8e-04	3	0	NA	0.9999909	0.001227546	GMDS	-150680	ncHAE
chr6:2415426-2415726	0.0365307863550973	0.99887162153116	3.34870259443428	2.22207408580154e-14	300	0.99206349	0.017	7	0.0024	7	3	NA	0.9996733	0.01364074	GMDS	-169650	ncHAE
chr6:2559557-2559857	0.0900977514754282	1	2.46327934109358	2.70705450565625e-14	300	0.952381	0.3572	1	0.0042	1	0	NA	0.9999166	0.004638439	MYLK4	191493	ncHAE
chr6:29555975-29556275	0.00155639104005834	0.000961678941838184	2.58575584080442	4.96308497953263	300	0.9761905	0.0226	1	0.0034	6	0	NA	0.9998963	0.003800077	OR2H2	442	ncHAE
chr6:33775592-33775891	0.0264095349578497	0.230413663262215	3.10227482553872	1.56304671414335	299	0.9126984	0.4723	2	0.0015	6	2	NA	0.9999587	0.002755847	MLN	-3954	ncHAE
chr6:35027733-35028032	0.0604884192352444	1	2.6511027985808	0.412710166662303	299	0.9603175	0.4748	1	0.0024	3	0	NA	0.9999999	0.0001121688	TCP11	81541	ncHAE
chr6:35564358-35564657	0.229072364707861	1	2.04033061233087	0.411550267184934	299	0.34127	0.0675	1	0	0	1	NA	0.9979111	0.05503001	TULP1	-83793	ncHAE
chr6:37676174-37676473	0.698646236697665	1	1.32156764096627	2.4593093413498e-14	299	0.9761905	0	0	0.003	3	0	NA	0.9938925	0.1426798	MDGA1	-10558	ncHAE
chr6:38214285-38214584	0.389916625924256	1	1.39832231409463	0.427136795352647	299	0.99206349	0.1939	5	0.0019	2	0	NA	0.9946831	0.1357865	BTBD9	393265	ncHAE
chr6:38359428-38359736	0.00387442176977759	1	4.70672558082711	0.408829174664108	308	0.9761905	0.2524	2	0.0014	5	1	NA	0.9999907	0.001023661	BTBD9	248118	ncHAE
chr6:38515917-38516216	0.132865383035313	1	1.50241693799568	0.430880284221011	299	0.99206349	0.32405	2	0.002	3	1	NA	0.994315	0.1375168	BTBD9	91633	ncHAE
chr6:43651086-43651386	0.0542462257931731	1	1.42835744004121	0.619676688349221	300	0.984127	0.0375	3	0.0016	2	1	NA	0.9925033	0.1508494	MRPS18A	4292	ncHAE
chr6:44886280-44886663	0.658104746145212	1	1.28631010074309	0.243098350158204	383	0.984127	0	0	0.0022	1	0	NA	0.9994691	0.04400077	RUNX2	-409634	ncHAE
chr6:47105118-47105417	0.046552203505368	1	2.00539776113583	0.396313966484395	299	0.99206349	0.1372	1	4e-04	1	0	NA	0.9925764	0.112799	GPR110	-95169	ncHAE
chr6:48086794-48087093	0.190943857401386	0.591288839029342	1.52886231242911	1.20547639857576	299	0.99206349	0	0	0.0022	2	0	NA	0.9950663	0.1232823	PTCHD4	-50519	ncHAE
chr6:50201924-50202280	0.108961721388836	0.414538688313353	2.30883243898217	1.3142572646468	356	0.9761905	0.2222	1	0.001	2	0	NA	0.9999897	0.001259738	DEFB112	-185738	ncHAE
chr6:50301487-50301786	0.134788381313401	1	2.3246175092378	0.952427628294659	299	0.9444444	0	0	0.0014	3	0	NA	0.9945784	0.09232298	DEFB112	-285273	ncHAE
chr6:50404532-50404832	0.508691395672309	0.675307720463018	1.37872852942134	1.00282844918637	300	0.99206349	0.013	1	4e-04	1	0	NA	0.9530103	0.3467784	TFAP2D	-276859	ncHAE
